1475072319.405999,0
1475072319.509483,15
1475072319.613119,49
1475072319.716803,99
1475072319.820731,99
1475072319.924290,61
1475072320.028368,98
1475072320.132205,98
1475072320.236022,97
1475072320.339725,99
1475072320.443645,89
1475072320.549759,46
1475072320.654270,42
1475072320.758156,62
1475072320.862125,46
1475072320.965835,57
1475072321.069093,45
1475072321.172433,46
1475072321.276625,49
1475072321.379521,49
1475072321.482528,50
1475072321.585624,52
1475072321.688978,52
1475072321.792403,53
1475072321.895817,54
1475072321.999584,56
1475072322.102468,57
1475072322.206266,58
1475072322.310017,59
1475072322.413453,60
1475072322.516875,61
1475072322.619900,62
1475072322.723084,63
1475072322.827876,64
1475072322.931655,65
1475072323.035261,66
1475072323.139411,67
1475072323.242437,68
1475072323.345376,68
1475072323.448423,69
1475072323.551537,70
1475072323.654806,72
1475072323.757764,73
1475072323.861263,73
1475072323.964982,74
1475072324.067860,75
1475072324.170940,76
1475072324.274069,77
1475072324.377800,77
1475072324.482420,78
1475072324.586120,80
1475072324.689828,80
1475072324.793567,81
1475072324.896915,81
1475072325.000444,83
1475072325.103511,84
1475072325.206880,84
1475072325.311384,85
1475072325.414441,85
1475072325.517786,86
1475072325.620816,87
1475072325.723576,88
1475072325.826840,88
1475072325.929899,89
1475072326.034145,91
1475072326.137379,93
1475072326.240906,91
1475072326.344173,98
1475072326.447664,82
1475072326.551181,35
1475072326.654505,24
1475072326.757846,9
1475072326.861461,5
1475072326.964788,10
1475072327.068202,12
1475072327.172921,14
1475072327.276422,16
1475072327.379953,18
1475072327.483172,20
1475072327.586764,21
1475072327.691448,24
1475072327.794369,25
1475072327.897202,28
1475072328.001190,28
1475072328.104133,31
1475072328.207354,31
1475072328.311566,34
1475072328.414968,34
1475072328.517835,37
1475072328.620982,38
1475072328.723928,41
1475072328.827421,40
1475072328.931424,42
1475072329.035200,44
1475072329.138640,45
1475072329.242297,45
1475072329.345677,48
1475072329.449374,49
1475072329.552740,49
1475072329.656417,50
1475072329.759675,52
1475072329.863607,53
1475072329.967025,54
1475072330.070573,56
1475072330.173886,57
1475072330.277104,57
1475072330.380446,59
