1474993517.936527,16
1474993518.039270,82
1474993518.142803,100
1474993518.246352,69
1474993518.349332,100
1474993518.452323,93
1474993518.555643,50
1474993518.659205,54
1474993518.762920,56
1474993518.866103,56
1474993518.969104,59
1474993519.072148,61
1474993519.175179,69
1474993519.278235,73
1474993519.381630,87
1474993519.484791,65
1474993519.588027,67
1474993519.691499,71
1474993519.795131,70
1474993519.899872,71
1474993520.002983,72
1474993520.108380,74
1474993520.211209,74
1474993520.314076,76
1474993520.416937,77
1474993520.519833,78
1474993520.622694,79
1474993520.725821,80
1474993520.828542,81
1474993520.931291,82
1474993521.034188,83
1474993521.137064,84
1474993521.240710,85
1474993521.343876,86
1474993521.446676,87
1474993521.549468,88
1474993521.652260,89
1474993521.754919,90
1474993521.857857,91
1474993521.960569,92
1474993522.063470,93
1474993522.166243,94
1474993522.269015,95
1474993522.371936,96
1474993522.474885,96
1474993522.577806,97
1474993522.680566,98
1474993522.783396,99
1474993522.886154,100
1474993522.988928,100
1474993523.092221,100
1474993523.195318,100
1474993523.298609,58
1474993523.402332,52
1474993523.505775,53
1474993523.609082,55
1474993523.712468,57
1474993523.815720,58
1474993523.919088,61
1474993524.022183,62
1474993524.125351,63
1474993524.228494,65
1474993524.331641,66
1474993524.434951,67
1474993524.538720,70
1474993524.642025,77
1474993524.745180,81
1474993524.848466,93
1474993524.952788,100
1474993525.055670,64
1474993525.159574,37
1474993525.262383,40
1474993525.365193,41
1474993525.468210,44
1474993525.570963,45
1474993525.673828,47
1474993525.776614,51
1474993525.879315,50
1474993525.982178,53
1474993526.084965,53
1474993526.187735,55
1474993526.290493,58
1474993526.393314,58
1474993526.496164,60
1474993526.599030,61
1474993526.702222,63
1474993526.804933,63
1474993526.907713,65
1474993527.010478,67
1474993527.114272,69
1474993527.217035,69
1474993527.319648,70
1474993527.422605,72
1474993527.525369,72
1474993527.628312,74
1474993527.730961,75
1474993527.833792,75
1474993527.936702,78
1474993528.039438,78
1474993528.142176,80
1474993528.244921,81
1474993528.347896,80
1474993528.450721,32
1474993528.553481,0
1474993528.656576,0
1474993528.759312,0
1474993528.862184,0
1474993528.964810,0
1474993529.067469,0
1474993529.170108,0
1474993529.272707,0
1474993529.375398,0
1474993529.478522,0
1474993529.581185,0
1474993529.683794,0
1474993529.786511,0
1474993529.889295,0
1474993529.992161,0
1474993530.094994,0
1474993530.198751,0
1474993530.301415,0
1474993530.404052,0
1474993530.506608,0
1474993530.609365,0
1474993530.712258,0
1474993530.814872,0
1474993530.917789,0
1474993531.020394,0
1474993531.123008,0
1474993531.225585,0
1474993531.328279,0
1474993531.430865,0
1474993531.533543,0
1474993531.636247,0
1474993531.738910,0
1474993531.841803,0
1474993531.944420,0
1474993532.047668,0
1474993532.150343,0
1474993532.252985,0
1474993532.355584,0
1474993532.458295,0
1474993532.560986,0
1474993532.663665,0
1474993532.766226,0
1474993532.868892,0
1474993532.971591,0
1474993533.074214,0
1474993533.177346,0
1474993533.280188,0
1474993533.382880,0
1474993533.485532,0
1474993533.588205,0
1474993533.691058,0
1474993533.793672,0
1474993533.896320,0
1474993533.998931,0
1474993534.101585,0
1474993534.204238,0
1474993534.306837,0
1474993534.409504,0
1474993534.512114,0
1474993534.614710,0
1474993534.717397,0
1474993534.820039,0
1474993534.922942,0
1474993535.025631,0
1474993535.128830,0
1474993535.232017,0
1474993535.335040,0
1474993535.438129,0
1474993535.541122,0
1474993535.644184,0
1474993535.747166,0
1474993535.851496,0
1474993535.954504,0
1474993536.057584,0
1474993536.160607,0
1474993536.263427,0
1474993536.366019,0
1474993536.468677,0
1474993536.571236,0
1474993536.674134,0
1474993536.776779,0
1474993536.879384,0
1474993536.982019,0
1474993537.084709,0
1474993537.187272,0
1474993537.290001,0
1474993537.392794,0
1474993537.495913,0
1474993537.600066,0
1474993537.703286,0
1474993537.806303,0
1474993537.909233,0
1474993538.012208,0
1474993538.115347,0
1474993538.218592,0
1474993538.321630,0
1474993538.424771,0
1474993538.527776,0
1474993538.630870,0
1474993538.733991,0
1474993538.837136,0
1474993538.940193,0
1474993539.043477,0
1474993539.146507,0
1474993539.249760,0
1474993539.352821,0
1474993539.455703,0
1474993539.558778,0
1474993539.661806,0
1474993539.764719,0
1474993539.867715,0
1474993539.971072,0
1474993540.074082,0
1474993540.177172,0
1474993540.280220,0
