1474954307.864416,4
1474954307.967690,13
1474954308.070997,15
1474954308.174223,17
1474954308.277653,19
1474954308.380886,21
1474954308.484880,23
1474954308.588573,26
1474954308.691766,31
1474954308.795441,31
1474954308.898545,33
1474954309.001780,35
1474954309.104936,38
1474954309.207954,40
1474954309.311192,42
1474954309.414219,46
1474954309.517846,46
1474954309.621829,49
1474954309.725632,55
1474954309.829699,53
1474954309.933211,55
1474954310.036692,58
1474954310.140431,60
1474954310.244316,62
1474954310.347825,63
1474954310.451668,67
1474954310.555304,69
1474954310.659050,71
1474954310.762701,72
1474954310.866319,74
1474954310.969831,77
1474954311.073266,79
1474954311.176963,81
1474954311.280533,83
1474954311.383991,87
1474954311.489336,87
1474954311.592776,91
1474954311.696355,94
1474954311.799963,96
1474954311.903599,98
1474954312.007074,99
1474954312.110468,100
1474954312.214365,100
1474954312.318021,100
1474954312.421379,99
1474954312.524869,100
1474954312.628560,100
1474954312.732175,100
1474954312.836065,99
1474954312.939878,95
1474954313.043444,80
1474954313.146768,72
1474954313.250292,60
1474954313.353821,55
1474954313.457284,56
1474954313.560719,56
1474954313.664235,56
1474954313.768311,60
1474954313.872088,57
1474954313.975909,58
1474954314.079336,58
1474954314.182459,59
1474954314.286028,59
1474954314.389559,59
1474954314.493192,59
1474954314.596756,60
1474954314.700242,61
1474954314.803803,61
1474954314.907467,61
1474954315.011159,62
1474954315.114592,62
1474954315.218158,62
1474954315.321691,62
1474954315.425097,62
1474954315.529032,62
1474954315.632459,62
1474954315.736251,62
1474954315.839787,63
1474954315.943451,63
1474954316.047995,63
1474954316.151312,63
1474954316.254909,64
1474954316.358467,64
1474954316.461967,64
1474954316.565186,63
1474954316.668393,63
1474954316.771575,63
1474954316.874545,64
1474954316.977715,64
1474954317.080796,64
1474954317.183950,64
1474954317.287217,64
1474954317.390279,64
1474954317.493387,64
1474954317.596483,63
1474954317.700460,65
1474954317.803758,66
1474954317.906811,64
1474954318.010091,64
1474954318.113276,63
1474954318.216448,62
1474954318.319661,63
1474954318.422720,63
1474954318.525960,63
1474954318.629103,63
1474954318.732134,64
1474954318.835336,64
