1475286661.063194,0
1475286661.166984,8
1475286661.270890,10
1475286661.378220,8
1475286661.483098,10
1475286661.588433,10
1475286661.693288,8
1475286661.797395,9
1475286661.901357,2
1475286662.005278,0
1475286662.110515,2
1475286662.214086,2
1475286662.318105,4
1475286662.422248,2
1475286662.530738,47
1475286662.634991,8
1475286662.738959,10
1475286662.843440,5
1475286662.947281,3
1475286663.051247,2
1475286663.154682,2
1475286663.259735,5
1475286663.363337,7
1475286663.466916,3
1475286663.574858,2
1475286663.679830,4
1475286663.791845,4
1475286663.912837,11
1475286664.017338,2
1475286664.121176,4
1475286664.224868,5
1475286664.338019,2
1475286664.441833,7
1475286664.546652,4
1475286664.650807,7
1475286664.754653,6
1475286664.859571,5
1475286664.963301,9
1475286665.069076,6
1475286665.172849,6
1475286665.276798,4
1475286665.380673,4
1475286665.485832,2
1475286665.591612,5
1475286665.697645,4
1475286665.803225,4
1475286665.909310,7
1475286666.013367,6
1475286666.117233,6
1475286666.221441,13
1475286666.325702,6
1475286666.430582,3
1475286666.534462,7
1475286666.638095,8
1475286666.741684,8
1475286666.845379,4
1475286666.950161,5
1475286667.057008,4
1475286667.162548,6
1475286667.266335,8
1475286667.370260,6
1475286667.476227,6
1475286667.580040,6
1475286667.684283,5
1475286667.788023,6
1475286667.893807,10
1475286667.998958,2
1475286668.103058,5
1475286668.222230,6
1475286668.327309,4
1475286668.433170,5
1475286668.536698,9
1475286668.640834,6
1475286668.745037,4
1475286668.848492,0
1475286668.952626,4
1475286669.061165,5
1475286669.164947,4
1475286669.268475,6
1475286669.372293,5
1475286669.476391,5
1475286669.579730,4
1475286669.683315,9
1475286669.787897,5
1475286669.891792,5
1475286669.995502,3
1475286670.099528,4
1475286670.203818,6
1475286670.309002,6
1475286670.412636,5
1475286670.516436,8
1475286670.620099,3
1475286670.724199,4
1475286670.828099,5
1475286670.931482,9
1475286671.037040,4
1475286671.142422,8
1475286671.247408,6
1475286671.351002,9
1475286671.454509,4
1475286671.558570,3
1475286671.662567,5
1475286671.774013,3
1475286671.877854,4
1475286671.981487,6
1475286672.085928,7
